id|dovod|spis|datum|sud|snippet|file
213159|MATCH_301_OBCHOD|2Obo/51/2012|2012-09-13|| ods. 1 Obch. zák., nie je zmluvnou pokutou, a preto nespadá pod moderačné právo súdu upravené ust. § 301 Obch. zák. Odvolací súd tiež zhodne so súdom prvého stupňa nezistil v dohodnutom úroku tak, ako bol|213159_2Obo_51_2012.pdf
211950|MATCH_301_OBCHOD|5Obdo/10/2006|2008-02-27||pre prípad, že išlo o dohodu o zmluvnej pokute, takže by prichádzala do úvahy aplikácia ustanovenia § 301 ObZ. Preto, ak dovolací súd posúdi dovolanie žalobc u ako prípustné, navrhuje, aby ho v celom rozsa|211950_5Obdo_10_2006.pdf
210224|MATCH_301_OBCHOD|4Obdo/17/2016|2016-09-30||ti žalovaným sa mal okresný súd zaoberať obranou žalovaného s využitím moderačného oprávnenia podľa § 301 Obchodného zákonníka. 5. Okresný súd po vykonanom dokazovaní a aplikácii ust. § 261 ods. 1, § 672a |210224_4Obdo_17_2016.pdf
206975|MATCH_301_OBCHOD|5MObdo/1/2015|2015-10-27||zákonníka, ďalej ust. § 1 ods. 2 Obchodného zákonníka, ust. § 544 ods. 1, 2 Občianskeho zákonníka a § 301 Obchodného zákonníka. Poukázal na znenie článku V. bod 3, 4 predmetnej zmluvy, ďalej na ust. § 302,|206975_5MObdo_1_2015.pdf
206974|MATCH_301_OBCHOD|5MObdo/3/2014|2015-09-10|| tom, ţe vylepšujú pozíciu ţalobcu v prípade ú vah súdu o uplatnení jeho moderačného práva v zmysle § 301 Obchodného zákonníka. Súd však v energetickom odvetví a na potrebu zachovávania právnej istoty, týk|206974_5MObdo_3_2014.pdf
200257|MATCH_301_OBCHOD|5Obdo/2/2013|2013-03-18||atnenie moderačného práva súdu, resp. okolností, ktoré pre uplatnenie moderačného práva sú v zmysle § 301 Obchodného zákonníka hodnota a význam zabezpečovanej povinnosti. Posúdenie primeranosti zmluvnej po|200257_5Obdo_2_2013.pdf
196893|MATCH_301_OBCHOD|2Obdo/23/2012|2012-07-31||nie dojednanej činnosti žalobcom, výšku provízie, započítaciu námietku žalovaného. K aplikácii ust. § 301 OBZ a zníženiu ža lovaným uplatnenej pohľadávky zo zmluvnej pokuty, rovnako určenej na započítanie |196893_2Obdo_23_2012.pdf
196785|MATCH_301_OBCHOD|5Obdo/24/2012|2012-06-19||. novembru 2010. 5 Obdo 24/2012 3 Ďalej súd prvého stupňa poukázal na § 580 Občianskeho zákonníka a § 301 a 302 Obchodného zákonníka a uviedol, že v konaní bolo preukázané, že žalovaný uznal nárok žalobcu |196785_5Obdo_24_2012.pdf
195421|MATCH_301_OBCHOD|4MObdo/8/2011|2012-05-31||pri úprave moder ačného práva tým, že zmluvná pokuta je dolnou hrani cou moderácie zmluvnej pokuty /§ 301 Obchodného zákonníka/. Ďalej dovolateľ poukazuje na obsahové náležitosti dohody o zmluvnej pokute, |195421_4MObdo_8_2011.pdf
192285|MATCH_301_OBCHOD|2Obdo/46/2010|2011-09-27||ru, že v danom prípade sú splnené podmienky pre využitie tzv. moderačného práva v zmysle ustanovení § 301 Obchodného zákonníka. Preto s prihliadnutím na hodno tu a význam zabezpečovanej povinnosti, keď vyc|192285_2Obdo_46_2010.pdf
192117|MATCH_301_OBCHOD|5Obo/137/2006|2008-04-23||adená, súd posúdi, či dohodnutá zmluvná pokuta 0,5 % denne a 1 % denne požíva právnu ochranu pod ľa § 301 a § 265 Ob chodného zákonníka a či dohodnutá zmluvná pokuta za omeškanie s úhradou pe ňažného záväz|192117_5Obo_137_2006.pdf
191851|MATCH_301_OBCHOD|5Obdo/10/2006|2008-05-15||pre prípad, že išlo o dohodu o zmluvnej pokute, takže by prichádzala do úvahy aplikácia ustanovenia § 301 ObZ. Preto, ak dovolací súd posúdi dovolanie žalobc u ako prípustné, navrhuje, aby ho v celom rozsa|191851_5Obdo_10_2006.pdf
190744|MATCH_301_OBCHOD|5Obo/56/2007|2008-06-04||ru v čas, súd s prihliadnutím na všetky okolnosti prípadu využil svoje modera čné oprávnenie pod ľa § 301 ObZ a uplatnenú zmluvnú pokutu znížil na výšku jednej splátky, t. j. na sumu 5000 Sk a z tejto sumy|190744_5Obo_56_2007.pdf
190326|MATCH_301_OBCHOD|6Obdo/21/2007|2008-07-10||je, ale umožňuje ust. § 369 ods. 1 Obch. zák. Odvolací súd v predmetnom rozhodnutí neaplikoval ust. § 301 Obch. zák., ale v súlade s ust. § 265 Obch. zákonníka výkonu práva, kt orý je v rozpore so zásadami|190326_6Obdo_21_2007.pdf
189070|MATCH_301_OBCHOD|4Obo/258/2007|2009-05-05|| a jej výške. Ak by mala by ť dohoda o zmluvnej pokute aj účinná, považujú ju za neprimeranú pod ľa § 301 Obch. Z. Na záver odvolatelia ustálili , že sa im postupom súdu od ňala možnos ť kona ť pred súdom,|189070_4Obo_258_2007.pdf
188848|MATCH_301_OBCHOD|6Obdo/22/2008|2008-12-11||tože táto tvorí len 10,85 % z hodnoty zabezpečovanej povinnosti. Nebol dôvod aplikova ť ustanovenia § 301 Obchodného zákonníka a zmluvnú pokutu 6 Obdo 22/2008 3 znižovať. Z toho dôvodu odvolací súd rozsudo|188848_6Obdo_22_2008.pdf
188348|MATCH_301_OBCHOD|5Obdo/36/2009|2009-12-16||í súd sa stotožnil s názorom súdu prvého stupňa, keď nevyužil svoje moderačné oprávnenie podľa ust. § 301 OBZ, nako ľko dojednaním zmluvnej pokuty zmluvné strany naplnili zásadu zmluvnej voľnosti, pri čom |188348_5Obdo_36_2009.pdf
187052|MATCH_301_OBCHOD|3Obo/141/2007|2008-10-13||náhrady škody (ako je to napr. pri úprave modera čného práva súdu vo vzťahu k zmluvnej pokute podľa § 301 Obchodného zákonníka). Z vyššie uvedeného dôvodu žalobca považoval rozsudok v napadnutých častiach |187052_3Obo_141_2007.pdf
186918|MATCH_301_OBCHOD|1Obo/3/2007|2008-05-13||lobca uplatnil aj 13, 45% úrok z omeškania ro čne z dlžnej sumy od 28.10.2001 do zaplatenia. Pod ľa § 301 ods. 1 Ob čianskeho zákonníka Ma ďarskej republiky v prípade peňažného dlhu, ak to práv ny predpis |186918_1Obo_3_2007.pdf
186374|MATCH_301_OBCHOD|4Obo/192/2007|2008-10-16||ípade úkonom spravujúcim sa Obchodným zákonníkom, nakoľko zmluvu uzatvárali právnické osoby. Pod ľa § 301 Obch.Z. platí, že súd nemusí prizna ť zmluvnú pokutu v celej výške, ustanovenie však neumožňuje ani|186374_4Obo_192_2007.pdf
186099|MATCH_301_OBCHOD|6Obo/25/2008|2008-09-04||však výslednú sumu zmluvnej pokuty v sume 22 253,16,-- EUR pokladal za neprimerane vysokú. V zmysle § 301 Obchodného zákonníka zmluvnú pokutu znížil na jednu tretinu z uplatnenej sumy, na istinu 7 418,-- E|186099_6Obo_25_2008.pdf
183332|MATCH_301_OBCHOD|1Obo/116/2007|2009-06-29||vôle navrhovate ľa a nemá ni č spoločné s možnos ťou zníženia zmluvnej pokuty zo strany súdu pod ľa § 301 OBZ. Navrhovateľ na základe rozhodnutia Bankovej rady zo d ňa 15. 08. 2000 zmluvnú pokutu vo výške |183332_1Obo_116_2007.pdf
182159|MATCH_301_OBCHOD|4Obo/210/2007|2009-01-20|| výške 18,25%, ktorá výška v čase uzatvárania zmluvy na rok 1996 bola bežnou, a preto s poukazom na § 301 Obchodného zákonníka, nie je dôvod na využitie moderačného práva. O úrokoch z dlžnej sumy rozhodol |182159_4Obo_210_2007.pdf
180957|MATCH_301_OBCHOD|6Obdo/40/2009|2010-04-19||te je platná , a ţe došlo aj k omeškaniu ţalovaného s odovzdaním diela. Súd poukazom na ustanovenie § 301 Obchodného zákonníka, poukazom na neprimerane vysokú zmluvnú pokutu ( 1 000,– Sk za kaţdý deň omešk|180957_6Obdo_40_2009.pdf
180498|MATCH_301_OBCHOD|6Obdo/5/2009|2010-06-21||vanému zmluvná pokuta vo výške 2,100.000,-- Sk, súd v tomto prípade vyuţil moderačné právo v zmysle § 301 Obchodného zákonníka, prihliadajúc na hodnotu a význam zabezpečovacej povinnosti ako i rovné postav|180498_6Obdo_5_2009.pdf
179902|MATCH_301_OBCHOD|3Obo/224/2003|2010-05-26||a odporca povinnosť, dojednanú v záložnej zmluve, neporušil. Okrem tejto skuto čnosti v zmysle ust. § 301 Obchodného zákonníka neprimerane vysokú zmluvnú pokutu môže súd zníži ť s prihliadnutím na hodnotu |179902_3Obo_224_2003.pdf
178500|MATCH_301_OBCHOD|5Obdo/38/2009|2011-03-31||dzovať vo vzťahu k výške zmluvnej pokuty , uplatnenej druhou stranou, ale vychádzajúc z ustanovenia § 301 Obchodného zákonníka podľ a hodnoty a významu zabezpečovanej povinnosti. Odvolací súd v zmysle § 30|178500_5Obdo_38_2009.pdf
176911|MATCH_301_OBCHOD|2Obdo/39/2010|2010-12-08||e je neprimeran á. Odvolac í súd sa s uveden ým záverom prvostup ňového s údu nestotožnil. V zmysle § 301 Obchodn ého z ákonníka, kritériom pre pos údenie primeranosti zml uvnej pokuty je hodnota zabezpeč |176911_2Obdo_39_2010.pdf
176005|MATCH_301_OBCHOD|2obo/170/2007|2008-02-06||a bola objektívne daná napr. dohodou účastníkov, ako je to v prípade dohody o zmluvnej pokute podľa § 301 Obch. zák. V prípade uplatnenia primeraného zadosťučinenia podľa § 53 Obch. zák. však výška prime r|176005_2obo_170_2007.pdf
175642|MATCH_301_OBCHOD|4Obdo/108/2019|2021-05-31||pokuta bola neprimerane vysoká, súd pristúpil k moderácii tejto uplatnenej zmluvnej pokuty v zmysle § 301 Obchodného zákonníka. Žalobca tvrdil, že mu nefunkčnosťou web stránky vznikla veľká škoda, tým že n|175642_4Obdo_108_2019.pdf
175441|MATCH_301_OBCHOD|2Obo/46/2012|2012-09-13||nia vylúčiť s výnimkou ustanovení § 261 a § 262 ods. 2, § 263 až § 272, § 273 ods. 1, § 276 až 289, § 301, § 303, § 304, § 306 ods. 2 a 3, § 308, § 311 ods. 1, § 312, 313, § 321 ods. 4, § 324, § 341, § 365|175441_2Obo_46_2012.pdf
172740|MATCH_301_OBCHOD|2Ndob/18/2020|2021-04-29||ladná a neopomenuteľná podmienka konania o abstraktnej kontrole v spotrebiteľských veciach v zmysle § 301 C. s. p., ktorou je nevyhnutná existencia spotrebiteľského vzťahu založeného na základe spotrebiteľ|172740_2Ndob_18_2020.pdf
160272|MATCH_301_OBCHOD|3Obdo/58/2015|2016-04-27||ky v právnej veci navrhovateľa: HDC Košice s. r. o., so sídlom Štúrova 27, 040 01 Košice, IČO: 46 076 301, v konaní o zápis zmien v obchodnom registri, na dovolanie navrhovateľa proti uzneseniu Okresného s|160272_3Obdo_58_2015.pdf
158173|MATCH_301_OBCHOD|2Obdo/23/2015|2016-06-23||ákonníka. Ďalej súd prvého stupňa uviedol, že nemohol znížiť dohodnutú zmluvnú pokutu v zmysle ust. § 301 Obchodného zákonníka do výšky skutočnej škody, pretože za skutočnú škodu treba považovať dohodnutú |158173_2Obdo_23_2015.pdf
157493|MATCH_301_OBCHOD|1Obo/3/2016|2016-06-08||z konkurznej podstaty sú celkom vo výške 224.083,44 eur, z tohto príjmy zo speňaženia sú vo výške 166.301,53 eur a príjmy získané inou činnosťou správcu sú vo výške 57.781,91 eur. Pri vyhlásení konkurzu ne|157493_1Obo_3_2016.pdf
150053|MATCH_301_OBCHOD|3Ndob/14/2016|2017-01-23||súhlasil, nakoľko predmetom konania je spor z abstraktnej kontroly v spotrebiteľských veciach podľa § 301 a nasl. C. s. p. a je daná kauzálna príslušnosť Krajského súdu v Košiciach podľa § 31 ods. 1 písm. |150053_3Ndob_14_2016.pdf
148045|MATCH_301_OBCHOD|5Obdo/63/2016|2017-04-25||vzhľadom na všetky okolnosti prípadu odvolací súd nevzhliadol dôvod použiť moderačné právo v zmysle § 301 Obchodného zákonníka. 15. Odvolací súd taktiež dospel k záveru, že nie je opodstatnená ani námietka|148045_5Obdo_63_2016.pdf
141954|MATCH_301_OBCHOD|5XObdo/567/2017|2017-11-20||Súd: Najvyšší súd SR Spisová značka: 5XObdo/567/2017 Identifikačné číslo spisu: 3112226301 Dátum vydania rozhodnutia: 20.11.2017 Meno a priezvisko: JUDr. Darina Ličková Funkcia: sudca ECLI: |141954_5XObdo_567_2017.pdf
140008|MATCH_301_OBCHOD|1Obdo/40/2017|2018-01-30||dvolací súd len znížil (modifikoval) v prospech žalovaného, uplatniac moderačné právo v zmysle ust. § 301 Obch. zákonníka. Keďže v posudzovanom prípade nebolo potrebné zopakovať alebo doplniť dokazovanie a|140008_1Obdo_40_2017.pdf
130236|MATCH_301_OBCHOD|3Obdo/11/2019|2019-07-17||elom rozsahu stotožnil s odôvodnením rozsudku súdu prvej inštancie poukazujúc na znenie ustanovenia § 301 Obchodného zákonníka, ktoré umožňuje súdu znížiť zmluvnú pokutu. Podľa názoru odvolacieho súdu je r|130236_3Obdo_11_2019.pdf
130174|MATCH_301_OBCHOD|4Obdo/50/2018|2019-07-31||onníka, súd prvej inštancie aplikoval pri jej posudzovaní aj § 300 a nasl. ObchZ, pričom k uvedeniu § 301 ObchZ došlo zrejme len omylom, keďže využitie moderačného oprávnenia navrhol žalovaný len v závereč|130174_4Obdo_50_2018.pdf
129949|MATCH_301_OBCHOD|5Obdo/27/2018|2019-07-30||dným stykom. Rovnako aj k žalovaným 1/ a 2/ uplatnenému návrhu na moderovanie zmluvnej pokuty podľa § 301 Obchodného zákonníka, súd prvej inštancie vyjadril zreteľným spôsobom svoje závery, keď mal za to, |129949_5Obdo_27_2018.pdf
129667|MATCH_301_OBCHOD|3Obo/8/2019|2019-09-24||vanie nekalých obchodných praktík v konaní o abstraktnej kontrole v spotrebiteľských zmluvách podľa § 301 a nasl. C.s.p. s vykonávaním dohľadu nad finančným trhom, ktorého vykonávanie podľa § 23 zákona o s|129667_3Obo_8_2019.pdf
129456|MATCH_301_OBCHOD|1Obdo/66/2018|2019-09-25||rvej inštancie vychádza z nesprávneho právneho posúdenia veci, poukázal na nesprávnu aplikáciu ust. § 301 zákona č. 513/1991 Zb. Obchodného zákonníka (ďalej aj ako „Obchodný zákonník“), keď súd prvej inšta|129456_1Obdo_66_2018.pdf
129385|MATCH_301_OBCHOD|4Obdo/55/2018|2019-09-30||šak týkajú posúdenia primeranosti zmluvnej pokuty v nadväznosti na použitie moderačného práva podľa § 301 ObchZ (1 ObdoV 93/2004) a skúmania dojednania o zmluvnej pokute s dobrými mravmi v zmysle § 39 OZ (|129385_4Obdo_55_2018.pdf
127786|MATCH_301_OBCHOD|5Obdo/53/2019|2020-01-29||úd Slovenskej republiky v spore žalobcu: Ing. Anett Pirohár, Jaskový rad 189, Bratislava, IČO: 41 126 301, konkurzný správca úpadcu GOLDEN PARK, s. r. o., Bancíkovej 1/A, Bratislava, IČO: 36 740 357, právn|127786_5Obdo_53_2019.pdf
126625|MATCH_301_OBCHOD|5Obdo/16/2019|2020-04-28||né úroky z omeškania a zmluvnú pokutu, pričom nezistil dôvody pre jej moderáciu postupom podľa ust. § 301 ObZ. K námietke neprimerane vysokej zmluvne dohodnutej ceny žalobcom poskytnutého plnenia uviedol, |126625_5Obdo_16_2019.pdf
125184|MATCH_301_OBCHOD|1Obdo/72/2019|2020-09-29||ola 300 €. Na základe uvedeného súd prvej inštancie uplatnil moderačné oprávnenie podľa ustanovenia § 301 Obchodného zákonníka (ďalej aj „Obch. zák.“) a zmluvnú pokutu znížil o polovicu na sumu 5.000 € s t|125184_1Obdo_72_2019.pdf
123984|MATCH_301_OBCHOD|4Obdo/38/2020|2020-07-30||tyho ohľadne uplatneného opčného kontraktu resp,, že nebol uplatnený platne. Súd s poukazom na ust. § 301 Obchodného zákonníka a na základe vykonaného dokazovania dospel k záveru, že zmluvnými stranami doh|123984_4Obdo_38_2020.pdf
122552|MATCH_301_OBCHOD|5Obdo/76/2020|2021-04-22||orá žalobcovi vznikla z dôvodu predčasného ukončenia leasingu zavineného žalovanou, pričom v zmysle § 301 Obchodného zákonníka môže súd neprimerane vysokú zmluvnú pokutu znížiť len do výšky škody, ktorá vz|122552_5Obdo_76_2020.pdf
88078|MATCH_301_OBCHOD|374,45 eur s prísl.|2019-11-27||tancie a odvolací súd svojimi rozhodnutiami de facto nahradili konanie o abstraktnej kontrole podľa § 301 a nasl. C. s. p. Súdy nevzali do úvahy všetky konkrétne okolnosti prípadu a posudzovali neprijateľn|88078_374,45 eur s prísl..pdf
86413|MATCH_301_OBCHOD|6 301,50 eur s prísl.|2019-07-16||túpenému JUDr. Stanislavom Záhumenským, advokátom so sídlom v Čadci, Fraňa Kráľa 1504, o zaplatenie 6.301,50 Eur s príslušenstvom, vedenom na Okresnom súde Žilina pod sp. zn. 13 C 52/2013, o dovolaní žalov|86413_6 301,50 eur s prísl..pdf
80851|MATCH_301_OBCHOD|vecná príslušnosť medzi civilným a správnym súdom|2018-08-21||u Úradu práce, sociálnych vecí a rodiny Trenčín, so sídlom v Trenčíne, M.R. Štefánika 20, IČO: 37 916 301 o zaplatenie 5 548,82 € s príslušenstvom, vedenej na Krajskom súde v Trenčíne pod sp. zn. 11S/15/20|80851_vecná príslušnosť medzi civilným a správnym súdom.pdf
77780|MATCH_301_OBCHOD|vecná príslušnosť medzi civilným a správnym súdom|2018-05-15||u Úradu práce, sociálnych vecí a rodiny Trenčín, so sídlom v Trenčíne, M.R. Štefánika 20, IČO: 37 916 301, proti žalova nému Alterna Tiff, s.r.o., so sídlom v Trenčíne, Mierové nám. 20/20, IČO: 45 925 127,|77780_vecná príslušnosť medzi civilným a správnym súdom.pdf
70549|MATCH_301_OBCHOD|6 301,50 eur s prísl.|2017-06-07||stúpený JUDr. Stanislavom Záhumenským advokátom, so sídlom Fraňa Kráľa č. 1504, Čadca, o zaplatenie 6 301,50 € s príslušenstvom, vedenom na Okresnom súde Žilina pod sp. zn. 13 C 52/2013, o dovolaní žalovan|70549_6 301,50 eur s prísl..pdf
70206|MATCH_301_OBCHOD|určenie neplatnosti úverovej zmluvy|2017-07-12||h so spotrebiteľskou zmluvou a nekalé obchodné praktiky nezávisle od okolností konkrétneho prípadu (§ 301 CSP). Žalobu o začatie takého konania môže proti dodávateľovi podať len právnická osoba založená al|70206_určenie neplatnosti úverovej zmluvy.pdf
70042|MATCH_301_OBCHOD|určenie neprijateľných zmluvných podmienok|2017-07-26||esúhlasí. Spor nemožno považovať za konanie o abstraktnej kontrole v spotrebiteľských veciach podľa § 301 CSP, pretože žaloba nie je podaná právnickou osobou založenou alebo zriadenou na ochranu spotreb it|70042_určenie neprijateľných zmluvných podmienok.pdf
63273|MATCH_301_OBCHOD|o určenie neprijateľných zmluvných podmienok|2017-03-06||h so spotrebiteľskou zmluvou a nekalé obchodné praktiky nezávisle od okolností konkrétneho prípadu (§ 301 CSP). Žalobu o zač atie takého konania môže proti dodávateľovi podať len právnická osoba založená a|63273_o určenie neprijateľných zmluvných podmienok.pdf
62291|MATCH_301_OBCHOD|o určenie kauzálnej príslušnosti|2016-11-30|| žalobcom a žalovanou), teda nie je naplnená požiadavka nezávislosti okolností konkrétneho prípadu (§ 301 CSP). Následne poukázal na nesplnenie podmienky konania v zmysle § 302 CSP, keďže návrh na konanie |62291_o určenie kauzálnej príslušnosti.pdf
61873|MATCH_301_OBCHOD|o určenie neplatnosti zmluvy o úvere|2017-01-23||slušnosť, predloţí súdny spis svojmu nadriadenému súdu. Týmto rozhodnutím sú súdy viazané. 7. Podľa § 301 ods. 1 C. s. p. k onanie o abstraktnej kontrole v spotrebiteľských veciach je konanie, v ktorom súd|61873_o určenie neplatnosti zmluvy o úvere.pdf
61336|MATCH_301_OBCHOD|o určenie bezúročnosti a bezpoplatkovej zmluvy|2017-01-19||h so spotrebiteľskou zmluvou a nekalé obchodné praktiky nezávisle od okolností konkrétneho prípadu (§ 301 C SP). Žalobu o začatie takého konania môže proti dodávateľovi podať len právnická osoba založená a|61336_o určenie bezúročnosti a bezpoplatkovej zmluvy.pdf
61116|MATCH_301_OBCHOD|o miestnu príslušnosť|2016-10-27||veciach, v ktorom predmetom skúmania je neprijateľnosť zmluvnej podmienky v spotrebiteľskej zmluve (§ 301 CSP); na konanie je príslušný Krajský súd v Bratislave. 2. Krajský súd v Bratislave predložil spor |61116_o miestnu príslušnosť.pdf
